,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,User,Tweet,translated,Positive,Negative,Neutral,Compound,Sentiment,Cleaned
421,421,421,421,2022-04-17 07:02:03+00:00,EggtlogNaMaalat,"Lacson, Isko, Norberto Gonzales, Doc Willie Ong and Tito Sotto's joint press conference just proves how manipulative Leni Robredo and the Pinklawans are. These Penks conduct a very dirty politics.","Lacson, Isko, Norberto Gonzales, Doc Willie Ong and Tito Sotto's joint press conference just proves how manipulative Leni Robredo and the Pinklawans are. These Penks conduct a very dirty politics.",0.0,0.102,0.898,-0.4927,Negative,lacson  isko  norberto gonzales  doc willi ong tito sotto  joint press confer prove manipul leni robredo pinklawan are  penk conduct dirti politics 
422,422,422,422,2022-04-17 07:01:17+00:00,teumeandblink,"@WhinerH @renznicodemus @Jeje87882984 @elferlwald o baka headline kang binasa mo beh, diba dineny ng kamp ni leni yung mga paratang? They are certain na si Kiko ang susuportahan nila at please lang aanhin nila si tito sotto ha","@Whinerh @renznicodemus @jeje87882984 @elferlwald or maybe you read the headline you read, didn't Leni's camp say the allegations?They are certain that Kiko will support them and please let them know Tito Sotto ha",0.247,0.0,0.753,0.8176,Positive,mayb read headlin read  leni  camp say allegations they certain kiko support pleas let know tito sotto ha
423,423,423,423,2022-04-17 06:59:57+00:00,Scainam_09,"Noong si Kiko Pangilinan ang pinapawithdraw ninyo to give way kay Tito Sotto , bakit hindi nagpapresscon si Sen Kiko? 🤭","When Kiko Pangilinan was the one you had to give to Tito Sotto, why didn't Sen Kiko be stressed?🤭",0.0,0.0,1.0,0.0,Neutral,kiko pangilinan one give tito sotto  sen kiko stressed 
424,424,424,424,2022-04-17 06:58:05+00:00,pierresandiego,"@jxstnpl_ @AccioJoycey Ooops sorry from Tito Sotto nga pala, thanks for correcting","@jxstnpl_ @acciojoycey ooops sorry from tito sotto nga pala, thanks for correcting",0.204,0.092,0.704,0.3818,Positive,ooop sorri tito sotto nga pala  thank correct
425,425,425,425,2022-04-17 06:50:00+00:00,7thHokageWife,@olanghigap @inquirerdotnet @iampinglacson2 hahaha parang feel ko gusto siyang batukan ni tito sotto😂😂😂,@OLANGIGAP @inquiredotnet @iampinglacson2 hahaha i feel like i want to hit him with tito sotto😂😂😂,0.425,0.0,0.575,0.7506,Positive,hahaha feel like want hit tito sotto
426,426,426,426,2022-04-17 06:42:31+00:00,krstnquijanoII,Yung itsura ni Tito Sotto 😂,The look of Tito Sotto 😂,0.0,0.0,1.0,0.0,Neutral,look tito sotto
427,427,427,427,2022-04-17 06:42:25+00:00,blessieadlaon,"@MikeeGulla @LeodyManggagawa @JerryGracio @IskoMoreno @iampinglacson The expression on Tito Sotto's face when Ping Lacson said he does not want to answer the netizens' question in a press conference. ""Pare, voters 'yan.""","@MikeeGulla @LeodyManggagawa @JerryGracio @IskoMoreno @iampinglacson The expression on Tito Sotto's face when Ping Lacson said he does not want to answer the netizens' question in a press conference. ""Pare, voters 'yan.""",0.0,0.04,0.96,-0.0572,Negative,express tito sotto  face ping lacson said want answer netizens  question press conference   pare  voter  yan  
428,428,428,428,2022-04-17 06:41:55+00:00,moonplanets3,Today we saw how indeed honorable and principled #Ka Leody is unlike #Isko #Ping and #NorbertoGonzales together with #Tito Sotto. Sirang-sira na kayo.,Today we saw how indeed honorable and principled #ka Leody is like #isko #ping and #norbehogonzales together with #Tito Sotto.You are already ruined.,0.206,0.107,0.687,0.4404,Positive,today saw inde honor principl leodi like togeth sotto y alreadi ruined 
429,429,429,429,2022-04-17 06:40:46+00:00,free_speech22,"@rowena_guanzon Tama! I dont see the point for a presscon of Isko Moreno, Tito Sotto, &amp; Ping Lacson. If u dont want to withdraw, then don't. Not everything these people say are true. Parang nagdududa tuloy mga tao, na pakawala lang sila  ni BBM , para  mahati boto ng laban sa kanya. #lenirobredo","@Rowena_Guanzon right!I dont see the point for a presscon of Isko Moreno, Tito Sotto, & amp;Ping Lacson.If u dont want to withdraw, then don't.Not everything these people say are true.People seem to doubt that BBM will just lose them, to divide the vote against him.#LenirObredo",0.0,0.147,0.853,-0.6921,Negative,right i dont see point presscon isko moreno  tito sotto  amp lacson if u dont want withdraw  don t not everyth peopl say true peopl seem doubt bbm lose them  divid vote him 
430,430,430,430,2022-04-17 06:38:44+00:00,moonplanets3,"#Iskow #Ping the red-tagger, #Norberto Gonzales and #Tito Sotto, only intensified the decision of supporters of #No.2 to solidify their votes for her. Dahil sa ginawa niyo, lalo niyong na-trigger ang mga tao na mag #SwitchToLeni or mag switch kay No.1.","#Iskow #ping the red-tagger, #norberto gonzales and #tito sotto, only intensified the decision of supporters of #no.2 to solidify their votes for her.Because of what you did, the more you triggered people to #SWITCHTOLENI or switch to No.1.",0.073,0.0,0.927,0.4404,Positive,red tagger  gonzal sotto  intensifi decis support    solidifi vote her becaus did  trigger peopl switch no   
431,431,431,431,2022-04-17 06:37:21+00:00,kelfabie,"@james_caraan Teka. Didn’t Tito Sotto, Ping’s RUNNING MATE, also show up at a Leni rally? Host pa nga si Alan K, eh. Kaya yata di makatingin. Hahaha.","@james_caan Teka.Didn't Tito Sotto, Ping’s running mate, also show up at a Leni rally?Alan K is still hosting, eh.So it doesn't look.Hahaha.",0.0,0.0,1.0,0.0,Neutral,teka didn t tito sotto  ping run mate  also show leni rally alan k still hosting  eh so look hahaha 
432,432,432,432,2022-04-17 06:34:53+00:00,annalisekeati1,"Sa mga undecided female voters, imagine if you are the woman ganging up by these sad boys. Anong mararamadaman nyo. No to Isko No to Ping . No to Tito Sotto #LeniLiwanagSaDilim","In the undecided female voters, imagine if you are the woman ganging up by these sad boys.What a wonderful thing.No to Isko no to Ping.No to Tito Sotto #LenDallainThis",0.106,0.206,0.688,-0.3612,Negative,undecid femal voters  imagin woman gang sad boys what wonder thing no isko ping no tito sotto
433,433,433,433,2022-04-17 06:28:17+00:00,everywontonsoup,"willie ong, isko moreno, norberto gonzales, ping lacson, and tito sotto. so shameless of you all to waste everyone’s time just to be misogynistic 🙄 https://t.co/o6FfxJbT5y","willie ong, isko moreno, norberto gonzales, ping lacson, and tito sotto. so shameless of you all to waste everyone’s time just to be misogynistic 🙄 https://t.co/o6FfxJbT5y",0.0,0.205,0.795,-0.711,Negative,willi ong  isko moreno  norberto gonzales  ping lacson  tito sotto  shameless wast everyon time misogynist
434,434,434,434,2022-04-17 06:25:43+00:00,banterloom,@OfficialKpex @iampinglacson Kabog itsura ni tito sotto. Bwhwhwhhw,@Officialkpex @iampinglacson Kabog looks like Tito Sotto.BWHWHWW,0.294,0.0,0.706,0.3612,Positive,kabog look like tito sotto bwhwhww
435,435,435,435,2022-04-17 06:18:54+00:00,aniastaciaaaa,Ilan na naman kaya ang na-block ni Ping at Tito Sotto sa Twitter after this presscon?,How many have Ping and Tito Sotto blocked on Twitter after this presscon?,0.0,0.149,0.851,-0.2732,Negative,mani ping tito sotto block twitter presscon 
436,436,436,436,2022-04-17 06:16:09+00:00,bim_yu,"@brymac9168 @sotto_tito @sotto_tito bopols ka pala, bakit nyo isasama ang socmed registration sa Sim card? Ano ang connect nun? Bat d kayo maghain ng ibang bill for socmed reg? Tapos Pasa mo ang sisi. You don't deserve to be VP.","@Brymac9168 @sotto_tito @sotto_tito bopols ka pala, why would you include socmed registration on the sim card?What is the connect nun?Bat d do you file another bill for socmed reg?Then you pass the blame.You don't deserve to be VP.",0.0,0.0,1.0,0.0,Neutral,bopol ka pala  would includ socm registr sim card what connect nun bat file anoth bill socm reg then pass blame y deserv vp 
437,437,437,437,2022-04-17 06:11:31+00:00,LouiePericon,"@masipag7 ung facial expression ni tito sotto sa dulo ng video ""epic""!! hahahahaha!!","@Masipag7 ung facial expression of tito sotto at the end of the video ""epic"" !!HAHAHAHAHA !!",0.0,0.0,1.0,0.0,Neutral,ung facial express tito sotto end video  epic    hahahahaha   
438,438,438,438,2022-04-17 06:09:04+00:00,kxxrvgg,wuy pauwiin nyo na si tito sotto oh inaantok na sya ..kaantok naman kasi yung sagot nung mga katabi nya,Wuy you go home Sotto oh he is sleepy ..,0.0,0.0,1.0,0.0,Neutral,wuy go home sotto oh sleepi   
439,439,439,439,2022-04-17 06:06:59+00:00,JGeeEleven,@MikeeGulla Tito Sotto: Buti na lang talaga nilaglag ka na.,@Mikeegulla Tito Sotto: It's just that you've dropped it.,0.0,0.0,1.0,0.0,Neutral,tito sotto  drop it 
440,440,440,440,2022-04-17 06:06:07+00:00,KHrystynzz,"Sa tinagal nyo po sa senado Sen. @iampinglacson &amp; tito sotto, bakit po hindi nabago ang politika ng Pilipinas? Mga trapo pa rin po naka upo.🤔 Competence, qualification &amp; experience, is not tantamount to good leadership &amp; good governance. Competent nga sa kabulastugan naman pala.","You have long been in Senate Sen.@iampinglacson & amp;Tito Sotto, why hasn't Philippine politics changed?Still seated. Competence, Qualification & amp;Experience, is not tantamount to good leadership & amp;Good governance.Competent in the blasphemy.",0.0,0.079,0.921,-0.3412,Negative,long senat sen  amp tito sotto  philippin polit changed stil seated  competence  qualif amp experience  tantamount good leadership amp good governance compet blasphemy 
441,441,441,441,2022-04-17 06:04:52+00:00,bts_momager,"@gmanews @mannypacquiao joined?  Didn’t see him take part of this charade. And I hope @iampinglacson will think that every time he does this, he’s lowering the chances of his running mate @titosotto of winning","@gmanews @mannypacquiao joined?  Didn’t see him take part of this charade. And I hope @iampinglacson will think that every time he does this, he’s lowering the chances of his running mate @titosotto of winning",0.207,0.051,0.742,0.7269,Positive,joined  didnt see take part charade  hope think everi time this  he lower chanc run mate win
442,442,442,442,2022-04-17 06:04:21+00:00,fionaalvero,"Huy Pasko na ng Pagkabuhay. Tapos na yung hugas-kamay na eksena.

Also, the way Tito Sotto left him. 😂😂😂🤣😂🤣","It's Easter.The hand-off scene is over.

Also, the way Tito Sotto left him.😂😂😂🤣😂🤣",0.0,0.0,1.0,0.0,Neutral,easter th hand off scene over also  way tito sotto left him 
443,443,443,443,2022-04-17 06:00:10+00:00,TedPylon,"Ping Lacson, Isko Moreno, Norberto Gonzales, Tito Sotto, Doc Willie Ong:

Turuan kayo ni Ka Leody De Guzman mag-withdraw. Haha. Umayos nga kayo. https://t.co/qmu4FI3yjH","Ping Lacson, Isko Moreno, Norberto Gonzales, Tito Sotto, Doc Willie Ong:

Ka Leody de Guzman will teach you to withdraw.Haha.Get up.https://t.co/QMU4FI3YJH",0.0,0.0,1.0,0.0,Neutral,ping lacson  isko moreno  norberto gonzales  tito sotto  doc willi ong ka leodi de guzman teach withdraw haha get up 
444,444,444,444,2022-04-17 05:58:33+00:00,shantirona,@imchristan Is it just me or did you notice how quiet Tito Sotto is during the presscon? Malamang nag-iisip at tinatanong ang sarili kung bakit daw ba sya andun 🤣🤣🤣,@imchristan is it just me or did you notice how quiet Tito Sotto is during the presscon?It is likely that he is thinking and asking himself why he is 🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral,notic quiet tito sotto presscon it like think ask
445,445,445,445,2022-04-17 05:55:40+00:00,emac_kyle,@MikeeGulla Reaction ni Tito Sotto (0:36) ang reaction ng lahat,@Mikeegulla reaction by tito sotto (0:36) the reaction of all,0.0,0.0,1.0,0.0,Neutral,reaction tito sotto        reaction
446,446,446,446,2022-04-17 05:51:59+00:00,yansibree,"Ikaw naman #TitoSotto, chill ka lang. Masyado kang mainit. 

Palamig ka, inom kang Pepsi. 

Ooops....Bulaga. 😒🤭","You're #titosotto, you're just chill.You're too hot.

Cool, you drink Pepsi.

Ooops .... Bulaga.😒🤭",0.15,0.0,0.85,0.3182,Positive,chill you r hot cool  drink pepsi ooop      bulaga 
447,447,447,447,2022-04-17 05:50:17+00:00,fayedaroo,"synonyms for misogyny:

isko moreno
norberto gonzales
ping lacson
tito sotto
willie ong","synonyms for misogyny:

isko moreno
norberto gonzales
ping lacson
tito sotto
willie ong",0.0,0.0,1.0,0.0,Neutral,synonym misogyny isko morenonorberto gonzalesp lacsontito sottowilli ong
448,448,448,448,2022-04-17 05:49:07+00:00,__nucleaphile,"Easter sunday pero you guys chose fragile masculinity??? Salamat sa dagdag rason bakit hindi kayo dapat iboto @IskoMoreno @/pinglacson @/norbertogonzales @/titosotto @DocWillieOng you guys can cry in the corner

#abantebabae","Easter Sunday but you guys chose fragile masculinity ???Thanks for the extra reason why you should not vote @iskomoreno @/pinglacson @/norbetogonzales @/titosotto @docwillieong you guys can cry in the corner

#Abantebabae",0.103,0.125,0.773,-0.212,Negative,easter sunday guy chose fragil masculin    thank extra reason vote  pinglacson  norbetogonzal  titosotto guy cri corner
449,449,449,449,2022-04-17 05:48:27+00:00,ishpolvorosa,"Desperados.

Starring Isko Moreno, Ping Lacson, Berto Gonzales, Tito Sotto &amp; Willie Ong. 🤡","Mashed

Starring Isko Moreno, Ping Lacson, Berto Gonzales, Tito Sotto & AMP;Willie Ong.🤡",0.0,0.0,1.0,0.0,Neutral,mashedstar isko moreno  ping lacson  berto gonzales  tito sotto amp willi ong 
450,450,450,450,2022-04-17 05:48:10+00:00,starscar12,"Di ko alam na may nabuong Backstreet Sadboys ngayon sa Manila Pen featuring Willie Ong, Isko Moreno, Norberto Gonzales, Ping Lacson, and Tito Sotto with their single ""I Want No. 2 to Withdraw"" https://t.co/lC5gxnZdi5","Little did I know that there were backstreet sadboys today in Manila Pen Featuring Willie Ong, Isko Moreno, Norberto Gonzales, Ping Lacson, and Tito Sotto with their single ""I want No. 2 to withdraw"" https://t.co/lc5gxnzda5",0.038,0.064,0.899,-0.2263,Negative,littl know backstreet sadboy today manila pen featur willi ong  isko moreno  norberto gonzales  ping lacson  tito sotto singl  i want no  withdraw 
451,451,451,451,2022-04-17 05:45:43+00:00,TheIzzySeries,"My summary of the Manila Pen press conference: A whole lot of toxic masculinity, and not a lot of sense. 0 actually. #IskoMoreno #PingLacson #TitoSotto #NorbertoGonzales #DocWillyOng 

#LeniKiko2022 #LeniLiwanagSaDilim","My summary of the Manila Pen press conference: A whole lot of toxic masculinity, and not a lot of sense. 0 actually. #IskoMoreno #PingLacson #TitoSotto #NorbertoGonzales #DocWillyOng 

#LeniKiko2022 #LeniLiwanagSaDilim",0.0,0.0,1.0,0.0,Neutral,summari manila pen press conference  whole lot toxic masculinity  lot sense  actually 
452,452,452,452,2022-04-17 05:45:12+00:00,saintclarku_,"nakakaramdam talaga ako ng disgust everytime na makakarinig ako or makakabasa ng sasabihin ni isko moreno, ping lacson at tito sotto, mga yawa deputa sobrang nonsense. why don't you just withdraw all your candidacies if you're really an anti-marcoses pala????","I really feel disgust everytime I hear or read what Isko Moreno, Ping Lacson and Tito Sotto have to say, those who are very nonsense.Why don't you just withdraw all your candidacies if you're really an anti-marcoses pala ????",0.0,0.125,0.875,-0.7301,Negative,realli feel disgust everytim hear read isko moreno  ping lacson tito sotto say  nonsense whi withdraw candidaci realli anti marcos pala     
453,453,453,453,2022-04-17 05:44:28+00:00,myminc0,"@Richeydarian We asked willieOng, iskoMoreno, norbertoGonzales, pingLacson &amp; titoSotto during their PRESSCON this morning WHY THEY HATE VP LENI &amp; THEY COULD NOT DECLARE truthfully pricipleWise walang personalan","@Richeydarian We asked willieOng, iskoMoreno, norbertoGonzales, pingLacson &amp; titoSotto during their PRESSCON this morning WHY THEY HATE VP LENI &amp; THEY COULD NOT DECLARE truthfully pricipleWise walang personalan",0.0,0.208,0.792,-0.7807,Negative,ask willieong  iskomoreno  norbertogonzales  pinglacson  amp  titosotto presscon morn hate vp leni  amp  could declar truth priciplewis walang personalan
454,454,454,454,2022-04-17 05:42:54+00:00,SWAGM1A,gago nandon pala si tito sotto 🤣🤣,Tito Sotto is so bad 🤣🤣,0.0,0.473,0.527,-0.6696,Negative,tito sotto bad
455,455,455,455,2022-04-17 05:35:06+00:00,13thNomad,"At ikaw Tito Sotto, mag Eat Bulaga ka na lang.","And you Tito Sotto, just eat Bulaga.",0.0,0.0,1.0,0.0,Neutral,tito sotto  eat bulaga 
456,456,456,456,2022-04-17 05:34:15+00:00,joveemarie,"Presidential bets Isko Moreno, Norberto Gonzales and Ping Lacson, and vice presidential candidates Dr. Willie Ong and Tito Sotto signed a joint statement, saying they will not back out from the race @BusinessMirror https://t.co/mFN0ZYDRpF","Presidential bets Isko Moreno, Norberto Gonzales and Ping Lacson, and vice presidential candidates Dr. Willie Ong and Tito Sotto signed a joint statement, saying they will not back out from the race @BusinessMirror https://t.co/mFN0ZYDRpF",0.0,0.0,1.0,0.0,Neutral,presidenti bet isko moreno  norberto gonzal ping lacson  vice presidenti candid dr  willi ong tito sotto sign joint statement  say back race
