,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
2939,"""We made a study and found that if we withdrew, majority of the votes would go to BBM.""
""Majority, meaning?""
""80%.""
-Head of Isko Moreno Volunteers Group",0.0,0.0,1.0,0.0,Neutral
2940,"Butuh masukan efek guitar atau tekhnik benero guitar?Daripada sah info, mending add pin bbm kami di 7dbf66e8 ..bisa sharing2 gratissssss :)",0.13,0.0,0.87,0.4588,Positive
2941,@Penny_lane_bbm 2 hours of back and forth on the nasdaq… was pretty violent at times 😱,0.168,0.204,0.628,-0.1779,Negative
2942,"SONG SYO !!Aray kati naman ohh !!
So focusing on Leni because they were all about not BBM !!K bye 👋 Thanks 😊",0.169,0.0,0.831,0.6209,Positive
2943,"I think Sir Richard means here, Isko will never be a reduction to BBM.Because of his analysis at first.It is possible to have a vp leni chance because Isko is going to get a vote from BBM and he'll lose his points.Right now.D that will happen.Is that right?",0.043,0.058,0.899,-0.1779,Negative
2944,@miard @yescppicache wla p cnbi puro dw stujante ..!. as usual topic pure negative for uniteam lolz..jusko ngpunt c bbm in young wlng gnun words njoy lng..sa dmi ng man..tsk tsk❤️,0.0,0.125,0.875,-0.6114,Negative
2945,@ricci_richy @hjstaana ang gago neto.What will your BBM show?Possession?,0.0,0.0,1.0,0.0,Neutral
2946,"Wow!In the 2016 Election VP Leni Got 84K votes in the entire Bataan Province next to BBM 180k votes,
 This time I can say Bataan is 50/50 and maybe switch to VP Leni na.💞💞💞#Letlenikikolead2022",0.0,0.0,1.0,0.0,Neutral
2947,@bettylaninarica ahahaha!Kitsitak ba!😅 Why not the die hard to Dad Digs Bbm noh?Song!😅,0.326,0.0,0.674,0.6506,Positive
2948,@Cookinwithmycat that's a terrifying image,0.0,0.552,0.448,-0.5719,Negative
2949,@vlabvs21 ohh .. are your memes often?You have proven that you are really stupid :) I wish you were rich because you were one of the crying when BBM won.,0.312,0.157,0.531,0.775,Positive
2950,@Bull_yatra @_sharktrader @robintheblack nooooooo,0.0,0.0,1.0,0.0,Neutral
2951,"@vendominique8 @johnbear24 @13thfool I know my own.Nearly.I said BBM?He said ""unfortunately"" tas i taught.Answer e ""I have listed"" 🤦🏻‍♀🤦🏻‍♀",0.0,0.0,1.0,0.0,Neutral
2952,"@Nanaynorine @pinoyakoblog really ah pure hakut, really do caravan how many people are you?No, no, it was like a racing in San Lazaro when their vehicles were racing because no one was on the road.In the concert yes many people kc hakut and pay.And stolen pictures of BBM and E edit.",0.092,0.134,0.775,-0.34,Negative
2953,"Gadon is a serious revelation in SMNI ""Part 2"" https://t.co/B5TK29ABHX via @youtubeshsrenlijr to senator Atty Gadon Magalin wise votes UNTEAM BBM SARS ✌️🙏🇵🇭❤️💚🇵🇭✌️",0.127,0.053,0.82,0.4215,Positive
2954,"@Penny_lane_bbm so choppy!Red, Green Back to Small Red https://t.co/KQSAWIPIKW",0.0,0.0,1.0,0.0,Neutral
2955,@iammasmaldita very genuine when BBM smiles..Why is the luggage doubtful facial expression?Shokot..😈,0.0,0.179,0.821,-0.34,Negative
2956,"@vlabvs21 I wish you were rich if BBM won because I'm sure to increase, IMORALITY AND CORRUPTION will increase.Baba value of pesos.If not, a huge good luck.",0.427,0.172,0.402,0.8793,Positive
2957,@Penny_lane_bbm @_sharktrader @robintheblack very good job!I had my worst day of 2022 today 😞,0.172,0.236,0.592,-0.2957,Negative
2958,Duet Pelanging Paling Fenomenal Itu WMP & amp;DTOZYM BAKAR DAN RONTOKIN LEMAK ORDER BBM D2E8573D WA 085797970779,0.0,0.0,1.0,0.0,Neutral
2959,@CarlosalMedaco1 no matter what you destroy.D kame kampe to your mom pweeeee hahahahaah solid bbm❤️,0.16,0.13,0.71,-0.128,Negative
2960,Son susah makan?Kurus?Bunda jgn sedih.MRPRO ATASI MSALAH GNGGUAN SUSAH MKAN ORDER SMS/WA 082236790939 BBM D2F894C0 https://t.co/bnyas95x60,0.0,0.0,1.0,0.0,Neutral
2961,3Bulan DPT 1 Mobil+Gaji Puluhan JT (Irwan) Ank Muda Usia 21 Th Join Hwi Unung Info Wa 085799289494 Bbm: D19CB7A3 https://t.co/3ABJSZMO6,0.212,0.0,0.788,0.5904,Positive
2962,Son susah makan?Kurus?Bunda jgn sedih.Mrpro atasi msalah susah mkan order bbm 5e1ab6c7 wa 082337878601 https://t.co/ybaiiatl6i,0.0,0.0,1.0,0.0,Neutral
2963,Son susah makan?Inatnya Bunda Lebih Pintar :-) # Mr. Mrpro Cara Cepat Gemuk & amp;MENAMBAH NAFSUMAKAN ORDER BBM 20EF63B7 SMS 085775567158,0.113,0.0,0.887,0.3182,Positive
2964,Diet itu enak gak perlu tersiksa utk dpt tubuh ideal minum juice wmp stip king turun bb 2-5kg/mggu & gt; & gt;BBM: D4B16120 WA/Line: 085224858550 https://t.co/0Cus3mor2K,0.2,0.0,0.8,0.6705,Positive
2965,"Pas Bulan Puasa Gini Juga Biasa Gue Gak Cabut Cabut Kabur Kemana-Mana, Stress Gue Numpt Euy.
This is a lot
Harga bbm naik lah, mumyak naik lah, barang mentah laainnya joinan naik lah",0.0,0.083,0.917,-0.4215,Negative
2966,Do you have a diet sehat dan alami tanpa olahraga? ga pede kama badan gendut wmp aja solusanya more info bbm 5f1c0ca0 wa 083827582420 https://t.co/kqipq9xmec,0.0,0.0,1.0,0.0,Neutral
2967,"NGERASA #TINGING TAPI TERLALU #KURUS ??WE ARE #PENGGEMUK herbal yg bikin badan km Lebih Berisi, PM 081320611197 Bbm: 51dbad17",0.0,0.0,1.0,0.0,Neutral
2968,"So apparently my biological mother is a BBM supporter.

I'm so glad I'm distant from my family.XD",0.278,0.0,0.722,0.659,Positive
2969,@pinoyanghang convert them.I will not stop them until they vote for BBM,0.146,0.0,0.854,0.2235,Positive
2970,Im so close to choosing violence in handling/responding to this apologists n loyalists who are attacking Leni at a personal level.Lol i accept fake news ee because that's how they convert people to favoring bbm.But going as low as this is just too much.Disgusting.,0.139,0.229,0.632,-0.7003,Negative
2971,@Mcafeetradez thank you so so much.I really appreciate that.❤️,0.451,0.0,0.549,0.6962,Positive
2972,Tangina yung hr in my old company bbm.,0.0,0.0,1.0,0.0,Neutral
2973,"@Penny_lane_bbm some really great trades, but mostly paper cuts",0.216,0.224,0.56,-0.0267,Neutral
2974,@Carlosalmedaco1 oh no crying cry e.D nmn obviously you keep track of?Inglet?Kame nga no pack to your mom hahahahahahahaha bbm pa den💚❤️,0.0,0.378,0.622,-0.8738,Negative
2975,@miard @yescppicache nk-post eh d share sau..at bkit pkialam mo b..it s free country tweeter accnt ko to..I want to share what i see .. i want to know how to do this to bbm..anyway uniteam loves pinlawan kht hate nio c bbm..burger oh🍔🍔🍔✌🏼👊❤️💚,0.282,0.074,0.644,0.8074,Positive
2976,"DDS and BBM were using the word no brainer incorrectly.

Accdg to them no brainer means no brain.

FYI lang po
No Brainer means:
That's easy...
That's just chick ...
No more thinking about that.Tykik na ...

Don't use a word that you are not familiar",0.046,0.265,0.689,-0.8769,Negative
2977,Has Jowang BBM Supporter for Leni (273672) Hwhehshahha,0.231,0.0,0.769,0.2732,Positive
2978,"20/04/ """,0.0,0.0,1.0,0.0,Neutral
2979,"20/04/ """,0.0,0.0,1.0,0.0,Neutral
2980,"@Thickum_snookum yaz i swear i used 2 see ur pic on the bbm screen, is yr ada nam lethabo?",0.0,0.074,0.926,-0.0516,Negative
2981,"@Fakevel bbm rug
leni doxxed + 200 sol fp",0.0,0.0,1.0,0.0,Neutral
2982,BBM Menjelang Idulfitri DiprediSi Meniskat Pada H-3 Untuk Gasoline Dan H-5 Untuk Gasoil.Pertamina Kalimantan Menambah stok Semua Jenis Bbm.#PertaminARegionalKalimantan https://t.co/o7bsp3sr0x,0.0,0.0,1.0,0.0,Neutral
2983,@Khojon23 lah premium puktu itu kan isu nya juga ma habis makanya fromi di pursah pertalite.Dan wajar hakak yg marah karena bbm itu yh di subsidi yg naik.It is a non -subsidi and subsidi dan pemerintah udah bantu dari 16 jadi 12 rb.Jd pendapan you gak apple to apple.,0.0,0.0,1.0,0.0,Neutral
2984,"@Bacerdopaulo @qdc_2k9 @ilda_talk it's by legal means.You have the right sue.At least Leni V BBM lang.Unlike yellow, people need to power, and include the people because of being Vindictive!😆",0.062,0.0,0.938,0.2003,Positive
2985,"@Breyaneya @comelec Even though the ballot has no BBM's ballot, it is still a loss for him because the vote is not counted for him.Tangina talaga tong @COMELEC na to.Pinlawan to the core.",0.0,0.13,0.87,-0.5423,Negative
2986,"@News5PH as BBM Supporter I don't agree that madumb will withdraw I want to beat this coming election and the new pink arys are crazy about it especially here on twitter

But too ⬇️ https://t.co/vy3qtyeain",0.077,0.093,0.83,-0.1419,Negative
2987,AKSI 21 Besok Bukan Mau Nanya Yg Dirjen YG Ditangkap Lhoooo ..... Tapi Turunkan Harga Migor Dan Bbm Kembali semula .....,0.0,0.0,1.0,0.0,Neutral
2988,"@Mewik4 @gelmesse you are not stupid why don't you tell the BIR that they don't know the estate tax, why did they charge BBM addict 😂 😂 😂 so you are more stupid than the stupid 😂 😂 😂",0.217,0.0,0.783,0.8089,Positive
2989,"@iamjogarzola says my friend bbm fanatics, it's only 50k",0.286,0.0,0.714,0.4939,Positive
2990,@GerryCacanindin you are stupid BBM Duterte has never done it without knowing the law just to believe that he is stupid and stupid to vote for you,0.0,0.298,0.702,-0.8807,Negative
2991,"@Mrgamer220 @vergilchua maoba?Hahaha.Shout out to #BBM's ass so that your life will make sense because when you win that chap, Ghorl.🤣 2022 But you're still in LP Narrative.Continue the stupidity, you deserve that.Is that a ngiwi?🥴😂🤣",0.059,0.158,0.783,-0.6199,Negative
2992,@Penny_lane_bbm I'm working on managing my risk better.Green on an NVDA call trade early.Tried spy puts around 10:35 and gave up around 11:55 but modest improvement with risk management allowed me to keep the day green.,0.097,0.102,0.801,0.2023,Positive
2993,"Complotan Penimbun 1,1 Ton Bbm Bersubsidi di Kota Batam Ditangkap https://t.co/BKUWP6O2by",0.0,0.0,1.0,0.0,Neutral
2994,@Penny_lane_bbm @_sharktrader @robintheblack the strat !!!!!,0.0,0.0,1.0,0.0,Neutral
2995,Duterte never endorsed BBM now he basically said “What do you think of the Palace Prison?”OOOOFFFFFFF !!!,0.0,0.141,0.859,-0.3851,Negative
2996,@Josesteii @1stylemomsi @rodregoduterte @rrd_davao @COMELEC @jabjimenez so he is furious with the exit polls here in the Middle East where Landslide BBM/Sara is here.,0.0,0.147,0.853,-0.6077,Negative
2997,@ughmigos BBM we are still whatever you are.,0.0,0.0,1.0,0.0,Neutral
2998,"I would love to ywa jud kaayo.Gagmay gigga brain and heart, trigord to the max level when Leni daw daw butohon.Jusko masin pag magalak, bbm sara for the win japon ko 💚❤️✌️",0.216,0.0,0.784,0.8402,Positive
2999,@Mcafeetradez let's go !!!,0.0,0.0,1.0,0.0,Neutral
3000,"@anthonetgabriel @analynmuko @bagbongmarcos what?What the fuck?Who said that?You dont know anything really?Hahahaha who said he was making money what he was doing?Can I?It's annoying to you pls hahahahahaha tangina if you don't know Analyn Muko, just shut up",0.032,0.089,0.879,-0.5204,Negative
3001,"@gurl_thug19 @TR4MY4N @QueennnNthings @gmanews @lenirobredo @bagbongmarcos @Aikarobredo look at the op of this thread and twitter.Who is giving attention and publicizing this scandal that is not true?

Leni made the accusation, ask her for proof.

We are quiet here.Then have there a sudden scandal and allegation out of the blue?

Then kmi pa to supply proof?😆😆😆",0.037,0.182,0.781,-0.849,Negative
3002,@vtopcgyan @bagbongmarcos don't you know history?You have a semen in your brain,0.0,0.0,1.0,0.0,Neutral
3003,"@bagbongMarcos you have been in politics but it's just words, it's good that you lost in 2016 if I didn't regret it, I voted for you back then",0.209,0.09,0.701,0.5991,Positive
3004,@Queennnntings @gmanews @lenirobredo @bagbongmarcos @Aikarobredo Tanga!That's a sexy video that is nothing.You cried out there,0.202,0.142,0.656,0.2714,Positive
3005,@Blubber25567376 @ronaldfvaldez @inquiredotnet @LenirObredo @bongMarcos courage to troll account.Pure noise.File you have a case,0.211,0.0,0.789,0.4939,Positive
3006,@bagbongmarcos https://t.co/5cqtipizae,0.0,0.0,1.0,0.0,Neutral
3007,"@Mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 condemns negative campaigning, while their filmmakers and other forms of troll farms, fake news peddlers and disinformation groups constantly sends porn allegations, accusations, verbal harassment and even ba Her family.They have gone way too far.",0.0,0.312,0.688,-0.9423,Negative
3008,"Even with their supporters @bongbongmarcos and #Saraduterte, nothing is good about them.How is it feeling?Hahaha",0.158,0.131,0.71,0.1265,Positive
3009,"@cargotravels @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 you may be mink mum, out of the blue suddenly said that Bongbong Marcos Camp eh hahaha",0.141,0.0,0.859,0.5574,Positive
3010,@Yahooph @bagbongmarcos what can the friends say here?Hahaha,0.307,0.0,0.693,0.4767,Positive
3011,@gmanews @lenirobredo @bongbongmarcos @Aikarobredo like that really is a good mother,0.415,0.0,0.585,0.6887,Positive
3012,@gmanews @lenirobredo @bongbongmarcos @Aikarobredo hahaha!Do you think Bbm will have that time to plot against ur family?She is the one who enjoys the act and now that it is exposed u blame him?Why suffer the man who doesn't know ur child's lewd character?Despicable!,0.067,0.168,0.766,-0.6154,Negative
3013,"@gurl_thug19 @Queennnnthings @gmanews @lenirobredo @bongbongmarcos @Aikarobredo So while Leni loves her son, then you, you love my parents.Anyway, next ..

pathetic.",0.273,0.124,0.603,0.6666,Positive
3014,"@Bbm_fam22 @bagbongmarcos check this out, bday by gloria in the past 😂 gathered the oligarchs 😂 don't like oligarchs but vote the oligarchs 😂😂😅 hay naku https://t.co/58d2tuc3f",0.0,0.061,0.939,-0.1419,Negative
3015,"@Bbm_fam22 @bagbongmarcos just me, I don't want to be in the corruption and the allies of the well -known thieves too .... GLORIA? Erap?Etc 😂😂",0.075,0.174,0.75,-0.418,Negative
3016,@gundaya_dalagon @gmanews @lenirobredo @bagbongmarcos @Aikarobredo Nothing desperate moves 2022 that we are mam sir bka forgot you!What a late posting to use to break BBM!Ay neke naman !!!,0.107,0.0,0.893,0.4819,Positive
3017,@gmanews @lenirobredo @bongbongmarcos @Aikarobredo laughs hahahahhaah kamampinks dn first issue with Robredo's son Tas is a Marcos?No un to break c marcos?Ohh come on kau kau lng dn make your issue eh eh,0.106,0.0,0.894,0.5514,Positive
3018,@Queennnntings @gmanews @lenirobredo @bagbongmarcos @Aikarobredo you are probably from un.You can only throw at Uniteam eh.The day will come when you will eat all the bad things you said to BBM.,0.0,0.104,0.896,-0.5423,Negative
3019,"@Mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 hmm.Read it carefully.They didn't deny it.But rather proceeded with negative campaigning.Calling her yellow.

Enough with your deceptions daw.But the one who spread the demon Jam Magno to pay the dutete.",0.052,0.13,0.818,-0.4703,Negative
3020,"@paltanason @abubanga2 @mrjunje @bagbongmarcos @indaysara big respect to you leni supporter, hopefully someone else like you .. godbless! ❤️",0.416,0.0,0.584,0.8655,Positive
3021,@ejmoreorless @jomsharris @shehatesasami @mj__mondejar @bongbongmarcos @lenirobredo @smninews @dzar1026 LANGA ALL DAY,0.0,0.0,1.0,0.0,Neutral
3022,@paltanason @abubanga2 @mrjunje @bagbongmarcos @indaysara you're right about competition.I just mentioned them because I hoped they would come back and help not compete.,0.209,0.0,0.791,0.6486,Positive
3023,@gmanews @lenirobredo @bongbongmarcos @Aikarobredo Hey Batangera really scared of the smear campaign we know who made it so they can ruin BBM.The wise man endowed with God Wisdom has no time to do that!,0.18,0.256,0.564,-0.5645,Negative
3024,@Rogelioydelacr2 @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 just don't accept that,0.0,0.195,0.805,-0.2924,Negative
3025,@Bbm_fam22 @bagbongmarcos hahaha how much repeat the stupid one again 😂😂😂 nothing to say?,0.189,0.179,0.632,0.0516,Positive
3026,"@joseph0686uk @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 when you have nothing to say back so here you are.Shut up, Imee, not Bongbong.Think too.You are still proud of your nireply no connection.Haha",0.093,0.066,0.841,0.2263,Positive
3027,@Nanafightsback @fallguyjames @lenirobredo @bagbongmarcos @Aikarobredo You love to make spliced clips with voice over.What's stopping you not doing fake sex videos against the daughters of Leni Robredo?Anyway this is already a criminal matter and those responsible will be held accountable.#Election2022,0.211,0.104,0.685,0.6315,Positive
3028,@Bbm_fam22 @bagbongmarcos do you know sc e is not so stupid that it's hard to swallow pride,0.29,0.069,0.641,0.6695,Positive
3029,@denjiro_21 @abubanga2 @mrjunje @bagbongmarcos @indaysara what does it have to do with helping politics?People need help .. Can't you see?Y'all so desperate.,0.193,0.11,0.697,0.3113,Positive
3030,@Bbm_fam22 @bagbongmarcos respect to your choice to be president?😂😂😂😂 what is that?,0.239,0.0,0.761,0.5362,Positive
3031,"@bagbongmarcos you cannot give what you do not have, Mr.Marcos.",0.0,0.0,1.0,0.0,Neutral
3032,@Clarasa66414026 @mtayao @gmanews @lenirobredo @bagbongMarcos @Aikarobredo Yes so stupid and stupid because you believe in an issue of 2019 yet happened,0.092,0.297,0.612,-0.7925,Negative
3033,@Bbm_fam22 @bagbongmarcos if BBM is strong you are desperate?😂 FREE SHADED BALLOT AFTER BBM AND SARA and UNITHIEVES SENATORS HAVE SHADED WHAT?,0.278,0.0,0.722,0.8268,Positive
3034,@lenirobredo #LeniAbugaga ka nga.Immediately on @bangbongmarcos without evidence.Your camp has done that.@SRSASOT will be the link to the post of another Lawogagong @cheldiokno.,0.0,0.0,1.0,0.0,Neutral
3035,"@Armonkburgers @mjqreyes @bagbongmarcos @lenirobredo before the alleged sex tape of Aika Robredo surfaced.Someone in their camp knew something was going to be released and it wasnt Aika.So, everything blew up in their collective faces!Investigate her!https://t.co/TZZ3B43V0r",0.0,0.0,1.0,0.0,Neutral
3036,@gmanews @lenirobredo @bagbongmarcos @Aikarobredo Gagi because you have a baby who has no fashion,0.0,0.155,0.845,-0.296,Negative
3037,@maria_reixd @analynmuko @bagbongmarcos so you also admit that you know he cheated on the BBM supporters for the money?,0.205,0.136,0.659,0.1689,Positive
3038,@Yahooph @bagbongmarcos *nang.It was anxiously that he had lost his injury.dlili nimo get one cebu hey gwen garcia,0.0,0.208,0.792,-0.4939,Negative
3039,@Yahooph @bagbongmarcos no one Cebu is just like you have compromised the vote of the Cebuanos that just like to lose the Marcos there.Cebuanos love aquinos and never mag Marcos yan!,0.235,0.121,0.644,0.68,Positive
3040,@Undercoversam93 @mj__mondejar @bongbongmarcos @lenirobredo @smninews @dzar1026 out of your drugtest mom dear maybe afraid to know the smell of her druglord family?,0.11,0.0,0.89,0.3818,Positive
3041,@chaarrmaineg @lablablabiwant @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 achievements by vp yan lang nyo but huyy dynamamad yowo where did he last 6 years? 😆,0.0,0.0,1.0,0.0,Neutral
