,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
3256,@joseph0686uk @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 Saya so neto!Hahaha,0.0,0.0,1.0,0.0,Neutral
3257,@rollbacco @lenirobredo @teamlenirobredo @lawyersforleni @dapinsilleni @lenikikobsk @lenitracker @nueelleduterte @ianangalliguez @spacers4leni @pep4leni is really bab.It seems like there are no loved ones.Instead of surprising them how much they support them to spread fake vid e really enjoyed it.,0.305,0.107,0.588,0.8676,Positive
3258,@Filscummer @TweetLanes1 @user_ela @altabscbn @LenirObredo @kikopangilinan You have been looking for VP for a few days the OVP volunteers in Leyte are active.,0.114,0.0,0.886,0.4019,Positive
3259,"@Graceeverlast @lenirobredo @sejoalzir @lu_thang_ @josesteii @franciscojoy23 @lenidoro @lenidoror @disisyiti @lakas_cmdph @ancalerts @kalel_joaquin03 that's not coming from main core of Robredo Camp, just kidding Leni yan ... if it's true, ha!You may just lie Pinky eh, or maybe the info you give is incomplete.
How can the main core of Robredo Camp do what you say at the rallies purely Kiko the",0.071,0.0,0.929,0.5411,Positive
3260,@Mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 hahahaha when there is an issue with Leni's children BBM immediately blames.That's a bad luck.No one believes in your mom and even a child in her love hahaha BBM for thr win!,0.256,0.075,0.668,0.8553,Positive
3261,"@domsdh4 @gmanews @lenirobredo @bagbongmarcos @Aikarobredo You know, this is BBM and Sara tandem who will sit in the government post, they are sure to steal.Only in the issue of Davao today about P9.3 billion under Sara, why did she have such an issue.It means, their motive for running.They are stupid aspirants.",0.042,0.062,0.896,-0.2732,Negative
3262,@Judbmf12 @mj__mondejar @bongMarcos @lenirobredo @smninews @dzar1026 oohh 2020 pa pala twitter ko think te ha,0.146,0.0,0.854,0.34,Positive
3263,"VP Leni Robredo said the increased attacks of the Marcos camp against her via “fake news” came as no surprise, as she had experienced this in the 2016 vice presidential race, when her survey numbers started to pick up.#Phvote #wedecide

Read: https://t.co/VCNOCJJRHH https://t.co/0xoj69Gbee",0.087,0.106,0.807,-0.2263,Negative
3264,@Brionesmicco @kklaolao @fuchsia_99 @gmanews @lenirobredo @bangbongmarcos @Aikarobredo Use God more than you don't understand.,0.139,0.0,0.861,0.2732,Positive
3265,"@Jangjan18499687 @odyssieus @lenirobredo actually still impressed it because he didn't.It is more confident that we have high dreams, which we do not need to be afraid of failure because they can recover.You know what's embarrassing?You stumble but you will not stand.",0.087,0.091,0.823,-0.0445,Neutral
3266,"Hello Pinas, Hello Twitter!

Our PRRD prefers to be called mayor.

My prof prefers to be addressed as Mrs, it's harder than a PhD.

Meanwhile, some fanatics of a VP are going gaga over the MRS title.

Do you offend VP Madam Atty @lenirobredo to call you MRS?🧐",0.0,0.052,0.948,-0.3595,Negative
3267,"@kklaolao @fuchsia_99 @gmanews @lenirobredo @bagbongmarcos @Aikarobredo The lawyers will take legal action but, his teaching BBM is sure to be sure.That's what my point is.",0.154,0.0,0.846,0.4939,Positive
3268,"@Dodzacct2876 @lenirobredo you are a fortune teller 🤣.It is said that pink is yellow.That's it, no doubt.",0.0,0.251,0.749,-0.5719,Negative
3269,"us
#GOBYERNongPapat Life
#Lenikiko2022",0.0,0.0,1.0,0.0,Neutral
3270,@Dodzacct2876 @lenirobredo Where's the receipt!🤣,0.0,0.0,1.0,0.0,Neutral
3271,"Influencers who stand up to Lenikiko
@lenirobredo @kikopangilinan
#Sefine Opening
@143redangel @annecurtissmith @hello_nadine
@OfficialMaryaph
@Sharon_Cuneta12
They are the true influencer",0.128,0.0,0.872,0.4215,Positive
3272,@gmanews @lenirobredo @bagbongmarcos @Aikarobredo Fighting Fair 😅,0.261,0.284,0.455,-0.0516,Negative
3273,"Leni Robredo Supporters going house to house bumped into Ka-Leody's Brigade and shouted Let's beat ""Marcos""!OK!",0.188,0.0,0.812,0.5399,Positive
3274,"VP @lenirobredo how do I relax in front of my future president of the Philippines? 😭🌸

You are vp! 🌸

#ELYUISPINK https://t.co/rd08PKW803",0.144,0.0,0.856,0.4926,Positive
3275,"@Lenirobredo 💪💗 Solid Leni we are Catandunganon!
#Ca10dunganparakileni #kakampinks #catanduanesispink #lenikiko2022",0.159,0.0,0.841,0.2244,Positive
3276,"@sellyyy_ you're my inspiration, madam president Leni Robredo !!Thank you 🌸💗🌸💗 https://t.co/XDEPJ83KPG",0.393,0.0,0.607,0.7568,Positive
3277,"@gurl_thug19 @TR4MY4N @Queennnnthings @gmanews @lenirobredo @bagbongmarcos @Aikarobredo I dont have a Facebook account (yeah I know that's a bit weird) so I can't read this.But .. does it have anything to do with the op topic and my responding tweet?If so, why deviate?
I need to know why is the Leni Camp inventing issues involving Aika.",0.0,0.0,1.0,0.0,Neutral
3278,@gmanews @lenirobredo @bongbongmarcos @Aikarobredo no need such attacked.He already proves that he can beat anyone without staining anybody.,0.0,0.115,0.885,-0.296,Negative
3279,"@Mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 calling her mrs is a call for her to act more like a mother than a politician, instead of pointing names she shud complain to NBI just like any genuine mother wud",0.143,0.064,0.793,0.4742,Positive
3280,@lenirobredo #catanduanespink,0.0,0.0,1.0,0.0,Neutral
3281,@inquiredotnet just like the spliced clips with voice overs claiming to be Leni Robredo.The staple of the camp of Marcos Jr.The way you conducted your campaign mirrors your administration.#Election2022,0.082,0.0,0.918,0.3612,Positive
3282,"""
https://t.co/elrysD31QD",0.0,0.0,1.0,0.0,Neutral
3283,@Lenirobredo The energy is so strong when you are in trouble..mandatory attending to proc.RALLY nyo..no attendance no wages,0.249,0.096,0.655,0.5413,Positive
3284,@Jangjan18499687 @odyssieus @lenirobredo twice nya nagake.But he's a lawyer.You?,0.0,0.0,1.0,0.0,Neutral
3285,@rollbacco @lenirobredo @teamlenirobredo @lawyersforleni @dapinsilleni @lenikikobsk @lenitracker @nueelleduterte @ianangalliguez @spacers4leni @pep4leni di ko ko kaya mapatura ko pag ganya !!!!And I also say obscene mother oh their wife,0.0,0.16,0.84,-0.7156,Negative
3286,@gmanews @lenirobredo @bagbongmarcos @Aikarobredo Traitor the Marcos.Pretend to be kind.Their cock is inside.BBM's appearance.She looks stressed and insists on what she can't do.Poor him.Ambitious to be president who has no achievements in gov't posts.He pity even though he is rich.,0.077,0.179,0.745,-0.4215,Negative
3287,@annecurtissmith @lenirobredo fear and you will be removed from ABS,0.0,0.262,0.738,-0.4939,Negative
3288,@Cerdankay @creativesxleni @lenirobredo @sheila_delapaz sure po 💗,0.232,0.364,0.404,-0.3182,Negative
3289,"@isabelmerana @Brymac9168 @lenirobredo as well as common sense disappears when they are stupid and stupid?That's just common sense, why is Uniteam making issues/scandals eh leading everything?Who is the pursuit and desperate H2H already?Don't be jusko!",0.05,0.213,0.738,-0.7803,Negative
3290,@Dodzacct2876 @lenirobredo fact check poowzzss.Here is the more I don't like.I doubt Langga wants to release a child's sex scandal.But is that a blame right away?It's annoying,0.083,0.179,0.738,-0.4071,Negative
3291,@Dodzacct2876 @lenirobredo @kitkat_park,0.0,0.0,1.0,0.0,Neutral
3292,@Binging716 @Brymac9168 @lenirobredo naku e release your video before you can.The lawyers for Leni are very long.If it wasn't just Madumb's surprise then why wouldn't he file a case?Why horse immediately?Isn't he a lawyer?That's what a brain lawyer should do.,0.0,0.063,0.937,-0.33,Negative
3293,List: Leni Robredo endorsed by these notable groups https://t.co/E0WDFMozla,0.2,0.0,0.8,0.25,Positive
3294,"@lou88655253 @Rowena_Guanzon to this day you really insist on cheating in the 2016 election.Marcos Jr has been recounted 3 times, the Supreme Court's decision to win VP @lenirobredo is unanimous.If you don't bet or feel VP Leni just keri.Don't just spread fake news",0.192,0.075,0.733,0.7261,Positive
3295,@Kaemendoza5 @iampinglacson really?Are you insinuating that Leni Robredo can pigeon her son's honor just for politics?Can you do that?Extremely out of character.You have a judgment that has no evidence.Ipocrita.Calling out what is obviously wrong will never just be about hate.,0.067,0.2,0.733,-0.7461,Negative
3296,"@MrfrankNow returned to you, for worms with salt!🤪

Is your VP so I take pride being a wife of the late Jesse R. Why are you ooffer to MRS?Hey!

Hypocrisy
Entitlement
Hubris

😏😏😏",0.098,0.0,0.902,0.5044,Positive
3297,@MrfrankRespect but they have no respect.,0.379,0.256,0.365,0.3291,Positive
3298,@annecurtissmith @lenirobredo i love you anne🥰🌷🌷🌷💗💗💗,0.512,0.0,0.488,0.6369,Positive
3299,@shaneelovelots @lenirobredo the shirt ???Part of Relief Operation ???So that means BBM's team first to extend help ??,0.361,0.0,0.639,0.8156,Positive
3300,@Budayday357 @mrfrankDilawan?You came first.Not us.Pakyu po with respect.,0.244,0.283,0.472,-0.128,Negative
3301,"@Mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 because your editor should have caught your so -called scandal, unbelievable and not the mass of the masses because you haven't edited the date so even if you blame it with bbm never to shake the majoritywho wants to vote him.",0.07,0.109,0.821,-0.4582,Negative
3302,@gmanews @lenirobredo @bongbongmarcos @Aikarobredo Let's ask the villapwet3?,0.0,0.0,1.0,0.0,Neutral
3303,@Inlove2022 @lenirobredo congrats zsazsa you get a bar too.BIG CONGRATULATIONS TO YOU AND YOUR PARENTS,0.401,0.0,0.599,0.8415,Positive
3304,"Vice President Leni Robredo directly accused her political Nemesis, Ferdinand Marcos Jr., of spreading the alleged lewd video of her eldest daughter, saying the latest vile attack against her and her family was nothing new.https://t.co/82WCRZCRNJ",0.0,0.227,0.773,-0.8555,Negative
3305,@PhilstarNews there is time more isko help us as well as Leni Robredo lng let's,0.281,0.0,0.719,0.6222,Positive
3306,"@Dodzacct2876 @lenirobredo pointing out, jusko magdunos dli ka madumb🤯",0.0,0.0,1.0,0.0,Neutral
3307,@Mrfrank,0.0,0.0,1.0,0.0,Neutral
3308,"@Brymac9168 @loidasandiego77 @lenirobredo yes before leni porch, now leni pimp",0.231,0.0,0.769,0.4019,Positive
3309,@lenirobredo https://t.co/jlbzx3z11s,0.0,0.0,1.0,0.0,Neutral
3310,@shidoni @lenirobredo coolness!Will wait for it and hopefully afford ko haha!Such great work!Do you commission?,0.371,0.0,0.629,0.826,Positive
3311,@lenirobredo https://t.co/S1L3CEOEEGC,0.0,0.0,1.0,0.0,Neutral
3312,@tahoboi @lenirobredo @kikopangilinan cheers,0.508,0.0,0.492,0.4767,Positive
3313,"@lenirobredo hoping and praying that all of Bicol, Millennials, and new voters will be one with all #Kakampinks to usher you to Malacañang and to bring back the light in our lives.#LenalThe East #LenikikoAllTheway",0.142,0.0,0.858,0.6486,Positive
3314,@lawyersforleni @bamaquino @lenirobredo,0.0,0.0,1.0,0.0,Neutral
3315,@Brymac9168 @lenirobredo is still Sandro.Quietly campaigning to his father.We don't know you hitads for leni,0.0,0.0,1.0,0.0,Neutral
3316,@Lenirobredo The Lugaw who sold her daughter's soul.Hahah i like yarn,0.217,0.0,0.783,0.3612,Positive
3317,@Darkhalcyon101 @QueennNnthings @gmanews @lenirobredo @bagbongmarcos @Aikarobredo your parents are more embarrassed.,0.0,0.218,0.782,-0.4201,Negative
3318,@Judbmf12 @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 and stupid 2021 payan acc ko wag kang apple,0.0,0.261,0.739,-0.5574,Negative
3319,@MrfrankYung mrs.Are you kidding?The sting is put in place and is based on the beauty!Pakyu!,0.0,0.0,1.0,0.0,Neutral
3320,@MrfrankLet's continue what we do and improve!,0.347,0.0,0.653,0.4926,Positive
3321,"@Judbmf12 @mj__mondejar @bongMarcos @lenirobredo @smninews @dzar1026 what troll stupid I don't want to read in my tweets, you see my face dba dba",0.0,0.188,0.812,-0.5606,Negative
3322,"“I am voting for the Philippines.
I am voting for Leni Robredo.
And I think you should do.
B'Cause she has shown that she puts Philippines first before herself.
Prioritize the Philippines before the candidate. """,0.0,0.0,1.0,0.0,Neutral
3323,@Lenirobredo mag,0.0,0.0,1.0,0.0,Neutral
3324,@benign0 @gmanews @lenirobredo @bagbongmarcos @Aikarobredo all Leni will do to be the president even if she uses her son.It's been a while.,0.0,0.0,1.0,0.0,Neutral
3325,"@Argos68959230 @geraldpacaon_ @ogiediaz @lenirobredo lol.You mean Lacson, the Manchurian candidate who red-tagged Caviteños after the show of force.Meh.Try harder.",0.0,0.0,1.0,0.0,Neutral
3326,@Liam126969 @mrfrankbarang @lenirobredo so what twag nio ky binay? Hahaha..ano dn have ky de lima!😂,0.0,0.0,1.0,0.0,Neutral
3327,The majority has spoken..no likes @lenirobredo periodt .. Anshakit 🤣,0.259,0.0,0.741,0.4215,Positive
3328,@chilimansi138 @mrfrankbaras @lenirobredo let's call vic-,0.0,0.0,1.0,0.0,Neutral
3329,@multi__juls @lenirobredo jeje typings for leni🤝😭,0.0,0.0,1.0,0.0,Neutral
3330,@Mlabs6 @jervismanahan @kikopangilinan @lenirobredo yes,0.403,0.0,0.597,0.4019,Positive
3331,@megansiapno @lenirobredo Thanks,0.592,0.0,0.408,0.4404,Positive
3332,@bestofleonor @lenirobredo HOY HAHAHAHAHAHAHA,0.0,0.0,1.0,0.0,Neutral
3333,@Dodzacct2876 @LenirObredo Who else will scatter the lies but the desperate candidate?Iving,0.0,0.327,0.673,-0.5927,Negative
3334,@Pandabearcaryl @lenirobredo @pinoyakoblog @barakosforleni dear storage ko dun😂🤣🤣,0.271,0.0,0.729,0.3818,Positive
3335,"That moment when someone called you and told you ""You're a lawyer!""#Bestbarever2020_21 but you are at a @lenirobredo sortie in #elyupinkwave ... 🤧🌸 https://t.co/mupbmrw7a7",0.0,0.0,1.0,0.0,Neutral
3336,@MrfrankWill you go back to Marcos again?Josmio you Marcos.Enough of your dreams.Accept the reality.You're crazy.This is not about Aquino or EDSA pp.It's about change.,0.0,0.0,1.0,0.0,Neutral
3337,"@Lenirobredo Silence, Kalas Ra Ka @lenirobredo I.um-um ng ke bigot seam nimo",0.0,0.0,1.0,0.0,Neutral
3338,@Undercoversam93 @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 sight your reference please.Stating someone who's using cocaine is a serious matter.,0.063,0.075,0.862,-0.0516,Negative
3339,"@lenirobredo ate VP, we admire you.There is a lot of issues against you but you can still help others.You would have been the standard of people in becoming a sensible public servant of the country.Thank you.😊💗💖💝",0.149,0.0,0.851,0.6808,Positive
3340,@Argos68959230 @geraldpacaon_ @ogiediaz @lenirobredo naku.If only there was fake news too.You know that.,0.0,0.205,0.795,-0.4767,Negative
3341,"@gmanews @lenirobredo @bongbongmarcos @Aikarobredo true e, what is the reason for those black propaganda.It's dirty because the power is desperate to return to their fam.Goodluck Pinas like that.",0.154,0.151,0.696,0.0258,Neutral
3342,@Judbmf12 @mj__mondejar @bongMarcos @lenirobredo @smninews @dzar1026 pay attention to the camps you used to be pink and girls !!Pulpol kayo !!!Yellow you are your leader !!!Don't love the women and pink because you are yellow to shit you straight away !!Bwesit!,0.039,0.197,0.764,-0.8242,Negative
3343,"@lenirobredo @Aikarobredo
Those misogynists can never step where you trod.We have your backs.We stand with you.",0.0,0.0,1.0,0.0,Neutral
3344,@viparohaph @ibanagininthecity @darnampakta @lenirobredo need to feel radical,0.0,0.0,1.0,0.0,Neutral
3345,"@slyzia29 @gmanews @lenirobredo @bagbongmarcos @Aikarobredo what I mean is, if he can teach only 2x lng.",0.0,0.0,1.0,0.0,Neutral
3346,@Judbmf12 @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 your footwear story ..,0.0,0.0,1.0,0.0,Neutral
3347,@prsbyn2022 @lenirobredo good luck po!So that's it!🌸,0.565,0.0,0.435,0.7568,Positive
3348,@Jomsharris @shehatesasasami @praisegod0526 @mj__mondejar @bagbongmarcos @lenirobredo @smninews @dzar1026 broth in the morning.,0.0,0.0,1.0,0.0,Neutral
3349,@annecurtissmith @lenirobredo thank u miss Anne,0.352,0.225,0.423,0.2263,Positive
3350,@Dodzacct2876 @LenirObredo sana d nyo pag bland that 😇,0.0,0.0,1.0,0.0,Neutral
3351,"@leo72880883 @danofsteel14 @captri2 @geraldpacaon_ @ogiediaz @lenirobredo surname marcos.Wife Araneta.Allies Arroyo, Villar, Gokongwei et.al.
Who is now the part and puppy of the real oligarchy?Hope you used your braincells than fake news.Well maybe it's your job.You're from the troll farm.Don't forget to pay tax ha.",0.111,0.064,0.825,0.0675,Positive
